"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-04","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-04","UK","United Kingdom",5.771284540,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-05","EU_EEA31","EU/EEA",5.077246000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-05","EU28","EU",5.089734000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-05","UK","United Kingdom",8.532322980,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-06","EU_EEA31","EU/EEA",7.551486000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-06","EU28","EU",7.532339000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-06","UK","United Kingdom",11.642859960,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-07","EU_EEA31","EU/EEA",7.962735000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-07","EU28","EU",7.885417000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-07","UK","United Kingdom",11.791776730,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-08","EU_EEA31","EU/EEA",8.259862000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-08","EU28","EU",8.201757000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-08","UK","United Kingdom",9.527634030,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-09","EU_EEA31","EU/EEA",6.397390000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-09","EU28","EU",6.400449000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-09","UK","United Kingdom",9.319454470,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-10","EU_EEA31","EU/EEA",5.483505000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-10","EU28","EU",5.476873000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-10","UK","United Kingdom",8.900056220,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-11","EU_EEA31","EU/EEA",5.035223000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-11","EU28","EU",5.025520000,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-11","UK","United Kingdom",7.330351920,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-12","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-12","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate","N/100000","2017-12","UK","United Kingdom",6.281856310,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-01","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-01","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-01","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-02","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-02","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-02","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-03","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-03","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-03","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-04","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-04","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-04","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-05","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-05","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-05","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-06","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-06","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-06","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-07","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-07","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-07","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-08","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-08","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-08","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-09","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-09","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-09","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-10","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-10","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-10","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-11","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-11","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-11","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-12","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-12","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2007-12","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-01","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-01","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-01","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-02","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-02","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-02","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-03","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-03","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-03","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-04","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-04","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-04","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-05","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-05","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-05","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-06","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-06","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-06","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-07","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-07","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-07","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-08","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-08","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-08","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-09","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-09","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-09","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-10","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-10","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-10","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-11","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-11","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-11","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-12","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-12","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2008-12","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-01","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-01","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-01","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-02","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-02","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-02","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-03","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-03","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-03","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-04","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-04","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-04","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-05","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-05","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-05","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-06","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-06","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-06","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-07","EU_EEA31","EU/EEA",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-07","EU28","EU",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-07","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Notification rate in domestic cases","N/100000","2009-08","EU_EEA31","EU/EEA",-,""
